carNum|sex|age|marriage|region|job|capacity|year|type|income
J0028|남|42|기혼|경북|주부|3500|2011|F|3850
J0029|여|54|기혼|인천|학생|4500|2005|B|5850
J0030|남|24|미혼|세종|개인사업|3500|2010|C|4200
J0031|여|67|기혼|경기|공무원|5000|2007|A|5500
J0032|남|54|미혼|세종|공무원|3500|2002|H|4200
J0033|여|40|기혼|광주|프리랜서|3000|2002|E|3900
J0034|여|20|미혼|경북|회사원|4000|2016|F|4800
J0035|남|37|기혼|경남|학생|4000|2008|B|4400
J0036|여|33|미혼|제주|프리랜서|3500|2001|D|4550
J0037|여|69|미혼|충남|프리랜서|4000|2014|D|5587
J0038|여|26|기혼|전남|주부|4000|2003|D|5200
J0039|남|55|미혼|전남|공무원|3500|2003|A|4550
J0040|남|55|미혼|전북|회사원|3500|2011|C|4200
J0041|여|34|기혼|광주|주부|2500|2012|B|3250
J0042|여|17|기혼|서울|공무원|3000|2009|F|3300
J0043|여|70|기혼|대전|주부|3000|2001|F|3900
J0044|남|50|기혼|충북|개인사업|3000|2008|C|3415
J0045|여|17|기혼|대구|공무원|4000|2011|A|4400
J0046|여|18|기혼|서울|학생|3000|2006|B|3300
J0047|남|46|미혼|대구|전문직|3000|2012|D|3600
J0048|여|60|미혼|경기|회사원|2500|2006|H|3000
J0049|여|34|기혼|인천|공무원|4000|2010|E|4800
J0050|여|52|기혼|경북|전문직|3500|2009|C|4200
J0051|여|62|기혼|충북|프리랜서|2500|2004|A|3366
J0052|남|54|미혼|제주|회사원|3500|2006|G|4200
J0053|남|16|기혼|충북|공무원|3500|2010|F|4139
J0054|여|27|기혼|전북|공무원|4000|2013|B|5865
J0055|남|54|미혼|전북|회사원|3500|2008|H|4550
J0056|남|33|미혼|세종|프리랜서|3500|2012|E|3850
J0057|여|27|기혼|경기|프리랜서|3500|2012|A|4550
J0058|여|35|기혼|충남|전문직|3000|2006|B|3300
J0059|남|36|미혼|강원|회사원|3000|2005|C|3781
J0060|남|57|기혼|울산|프리랜서|3500|2010|A|3850
J0061|남|37|미혼|울산|프리랜서|4000|2011|F|4800
J0062|여|15|기혼|충남|회사원|4000|2015|H|5200
J0063|여|16|기혼|전북|개인사업|3000|2009|E|3300
J0064|남|19|미혼|제주|학생|3500|2012|H|4597
J0065|남|35|미혼|경남|주부|3000|2012|E|3900
J0066|남|46|미혼|충남|전문직|3500|2006|D|4200
J0067|남|33|기혼|강원|주부|4000|2012|H|4400
J0068|남|35|기혼|경남|회사원|4000|2015|A|6188
J0069|남|21|미혼|충북|전문직|3000|2016|F|3900
J0070|남|17|미혼|대구|개인사업|4000|2004|A|4800
J0071|여|64|기혼|부산|프리랜서|3500|2000|B|3850
J0072|남|48|미혼|전남|주부|4000|2006|D|4800
J0073|남|68|기혼|강원|개인사업|3500|2015|F|3850
J0074|여|28|기혼|부산|프리랜서|2500|2008|F|2750
J0075|여|15|기혼|울산|개인사업|3500|2010|H|4550
J0076|여|29|기혼|서울|학생|3500|2003|H|3850
J0077|여|31|기혼|강원|프리랜서|3000|2002|F|3300
J0078|남|44|미혼|충북|개인사업|3000|2004|E|3600
J0079|남|36|미혼|대전|주부|3000|2012|G|3900
J0080|남|40|기혼|전남|주부|4000|2001|D|4800
J0081|여|56|미혼|세종|공무원|3000|2014|A|3300
J0082|남|70|기혼|세종|학생|4000|2002|G|5200
J0083|남|55|미혼|서울|주부|3000|2004|F|3300
J0084|남|67|기혼|부산|전문직|3500|2001|A|3850
J0085|남|39|기혼|부산|회사원|3000|2005|E|3300
J0086|여|18|기혼|경기|공무원|4000|2014|H|4400
J0087|여|28|기혼|강원|회사원|4000|2005|A|5200
J0088|여|25|기혼|경기|프리랜서|3000|2005|E|3900
J0089|남|68|미혼|전북|전문직|3000|2011|D|3300
J0090|여|44|미혼|전북|주부|3000|2011|F|3600
J0091|여|18|기혼|서울|전문직|3500|2004|D|3850
J0092|남|27|기혼|제주|학생|3500|2015|G|4200
J0093|남|58|미혼|경기|개인사업|3000|2004|A|3900
J0094|여|56|기혼|제주|주부|3000|2013|C|3600
J0095|남|69|기혼|대구|프리랜서|2500|2006|C|2750
J0096|여|42|기혼|경북|개인사업|4000|2010|A|4400
J0097|남|15|미혼|부산|학생|4500|2008|B|6302
J0098|여|65|미혼|경남|프리랜서|4000|2000|H|4400
J0099|남|43|미혼|광주|전문직|3500|2000|C|3850
J0100|남|70|미혼|광주|회사원|3500|2014|E|3850
K0001|여|32|기혼|부산|회사원|3500|2015|C|4200
K0002|남|15|미혼|부산|주부|3000|2002|G|3600
K0003|남|59|미혼|경기|개인사업|3500|2014|F|3850
K0004|여|54|기혼|전남|공무원|3000|2014|G|3600
K0005|여|66|기혼|서울|전문직|3500|2000|F|4123
K0006|여|69|미혼|전남|개인사업|4000|2003|A|5200
K0007|남|15|미혼|충북|프리랜서|3000|2000|D|3900
K0008|여|22|미혼|충북|전문직|3500|2010|G|3850
K0009|남|42|미혼|대구|개인사업|4000|2011|B|4400
K0010|여|25|미혼|충남|개인사업|3000|2008|G|3514
K0011|남|44|기혼|전북|전문직|3500|2016|E|4200
K0012|남|48|미혼|서울|회사원|3000|2002|F|3600
K0013|여|53|미혼|인천|개인사업|3500|2007|E|3850
K0014|남|21|미혼|대전|전문직|4000|2004|F|5176
K0015|남|37|미혼|강원|개인사업|3500|2014|B|3850
K0016|남|59|기혼|강원|회사원|3500|2001|E|4200
K0017|여|15|미혼|울산|전문직|3500|2013|A|3850
K0018|남|53|미혼|세종|학생|4000|2010|D|4800
K0019|남|51|기혼|경기|개인사업|3000|2006|D|3900
K0020|여|55|미혼|대구|개인사업|3500|2014|E|4840
K0021|여|24|기혼|제주|전문직|3500|2001|G|4550
K0022|남|39|미혼|경북|프리랜서|3500|2003|H|3850
K0023|남|66|기혼|경남|회사원|3500|2002|D|3850
K0024|여|45|미혼|경북|개인사업|4500|2015|E|5242
K0025|남|45|기혼|세종|공무원|4000|2003|G|4800
K0026|남|65|기혼|충북|전문직|3500|2008|A|4550
K0027|남|25|미혼|충북|전문직|3500|2009|C|4200
K0028|여|43|미혼|울산|주부|3500|2001|B|4550
K0029|남|64|기혼|울산|학생|3500|2013|B|4550
K0030|여|16|미혼|충북|공무원|4000|2011|F|4800
K0031|여|52|기혼|경북|공무원|4000|2010|H|5200
K0032|여|33|미혼|충북|프리랜서|4000|2006|F|4400
K0033|남|51|기혼|대전|공무원|3500|2001|F|4626
K0034|여|23|미혼|경북|전문직|3500|2011|B|4200
K0035|남|29|미혼|세종|전문직|4000|2006|G|5200
K0036|여|28|기혼|경남|개인사업|3500|2011|F|4200
K0037|남|48|기혼|대구|전문직|4000|2013|H|5200
K0038|남|15|기혼|울산|공무원|3500|2012|C|4550
K0039|남|60|미혼|충남|학생|4000|2003|C|4800
K0040|여|34|미혼|대구|주부|4500|2001|F|5400
K0041|여|45|미혼|서울|개인사업|4500|2011|F|5400
K0042|남|19|기혼|강원|프리랜서|3500|2004|F|4550
K0043|여|56|미혼|서울|회사원|3500|2003|A|3850
K0044|남|48|기혼|경남|회사원|3000|2004|C|3600
K0045|남|22|미혼|대전|프리랜서|3500|2016|F|4618
K0046|여|60|기혼|대전|프리랜서|3500|2013|E|4200
K0047|남|37|기혼|제주|주부|3000|2016|A|3300
K0048|남|24|미혼|경기|프리랜서|3500|2015|E|4723
K0049|남|25|기혼|부산|회사원|3500|2008|D|4550
K0050|여|52|미혼|충남|학생|3000|2001|G|3600
K0051|여|38|기혼|경남|학생|4000|2009|E|4400
K0052|여|57|기혼|전남|개인사업|3500|2007|B|4915
K0053|남|16|기혼|충남|개인사업|3000|2012|G|3901
K0054|남|44|기혼|경북|회사원|4000|2015|H|4400
K0055|여|45|기혼|경북|공무원|3000|2013|C|3600
K0056|여|28|기혼|서울|공무원|3500|2008|A|4200
K0057|여|18|기혼|서울|학생|3500|2007|C|3850
K0058|여|50|미혼|부산|개인사업|4000|2015|E|4800
K0059|남|33|기혼|서울|주부|3000|2011|D|3900
K0060|여|41|미혼|전남|공무원|3000|2015|C|3300
K0061|남|27|미혼|세종|프리랜서|3000|2008|H|3600
K0062|남|44|미혼|충북|공무원|3000|2000|F|3600
K0063|여|36|미혼|강원|전문직|4000|2012|A|5200
K0064|여|70|미혼|제주|개인사업|4000|2016|A|4400
K0065|여|58|기혼|서울|공무원|4000|2000|A|4800
K0066|남|39|기혼|세종|회사원|4000|2012|B|4400
K0067|여|26|기혼|울산|공무원|3500|2006|B|4550
K0068|여|54|기혼|울산|개인사업|4500|2007|E|4950
K0069|남|63|기혼|울산|프리랜서|3500|2011|G|4200
K0070|여|30|미혼|강원|프리랜서|2000|2004|G|2200
K0071|여|31|미혼|충남|전문직|3500|2000|C|3850
K0072|남|46|기혼|충북|공무원|3500|2000|G|4200
K0073|남|23|기혼|전남|주부|3000|2002|A|3547
K0074|여|33|기혼|충북|회사원|3000|2013|C|3900
K0075|남|67|기혼|경기|회사원|3500|2007|A|4550
K0076|여|56|미혼|대구|학생|3000|2009|G|3600
K0077|여|44|기혼|충남|학생|3500|2014|D|4200
K0078|여|50|미혼|제주|전문직|4000|2008|D|4400
K0079|여|52|미혼|충남|주부|4000|2003|E|4800
K0080|여|51|미혼|강원|전문직|3500|2011|A|4849
K0081|남|27|미혼|경남|개인사업|3000|2001|G|3600
K0082|남|35|기혼|경기|공무원|3500|2016|G|5156
K0083|여|56|기혼|전남|회사원|2500|2006|H|2750
K0084|남|65|기혼|전남|전문직|4000|2003|H|4800
K0085|여|39|기혼|대구|프리랜서|3500|2011|A|4550
K0086|여|30|미혼|경남|프리랜서|4000|2016|A|5200
K0087|남|48|기혼|제주|회사원|4000|2007|D|4400
K0088|여|64|기혼|인천|전문직|4500|2006|B|4950
K0089|여|18|미혼|충남|주부|3000|2014|B|3651
K0090|여|33|미혼|대전|공무원|3000|2007|E|3300
K0091|여|53|미혼|제주|전문직|2500|2000|B|2750
K0092|남|37|미혼|강원|공무원|3500|2003|D|3850
K0093|여|49|미혼|경북|전문직|3500|2012|D|4550
K0094|여|24|기혼|대전|학생|3500|2009|F|4550
K0095|남|48|기혼|대전|학생|3500|2008|G|4745
K0096|여|50|기혼|세종|주부|4500|2006|D|5711
K0097|여|26|미혼|전남|공무원|3000|2010|H|3300
K0098|남|16|기혼|세종|주부|3500|2009|G|4200
K0099|여|35|기혼|서울|개인사업|3500|2005|C|3850
K0100|여|70|미혼|대구|전문직|4500|2006|D|5400
L0001|남|26|미혼|세종|전문직|3000|2012|D|3965
L0002|남|47|미혼|경북|개인사업|3000|2012|D|4389
L0003|남|45|기혼|전남|개인사업|4000|2014|A|4400
L0004|남|19|미혼|경기|전문직|4000|2010|F|5262
L0005|여|52|미혼|제주|학생|2500|2015|H|3000
L0006|여|15|미혼|대구|주부|3500|2004|B|4550
L0007|여|64|미혼|충남|회사원|4000|2015|B|4400
L0008|남|56|기혼|경북|주부|3500|2014|C|5137
L0009|여|63|미혼|전북|학생|3500|2008|E|4200
L0010|남|58|기혼|경북|주부|3500|2016|D|4745
L0011|여|55|기혼|제주|개인사업|3000|2008|G|4428
L0012|남|21|기혼|대전|프리랜서|3500|2016|A|4550
L0013|여|21|기혼|대전|공무원|3500|2014|A|3850
L0014|여|47|미혼|전남|주부|3500|2014|E|4200
L0015|여|65|기혼|경남|개인사업|3500|2004|E|3850
L0016|남|60|기혼|울산|회사원|4000|2009|G|4400
L0017|남|52|미혼|충남|개인사업|3500|2013|A|4779
L0018|여|35|미혼|충북|개인사업|3500|2015|G|4550
L0019|남|64|기혼|서울|개인사업|3000|2005|F|4145
L0020|남|40|미혼|경기|학생|4500|2007|E|5400
L0021|남|43|미혼|경기|주부|4000|2009|A|4400
L0022|여|66|미혼|충남|전문직|3500|2003|G|4600
L0023|여|34|미혼|대구|프리랜서|4000|2007|A|4400
L0024|여|70|기혼|경기|학생|3000|2010|H|3900
L0025|여|17|기혼|충남|전문직|3500|2015|F|3850
L0026|남|33|기혼|전북|공무원|4500|2002|A|6174
L0027|남|67|기혼|충북|프리랜서|2500|2015|G|3803
L0028|남|15|기혼|광주|회사원|4000|2005|D|4400
L0029|여|25|기혼|인천|개인사업|2500|2003|F|3000
L0030|남|25|기혼|경북|학생|4500|2010|A|4950
L0031|남|19|기혼|대구|회사원|4000|2008|D|5426
L0032|여|25|미혼|전남|회사원|4500|2015|A|5643
L0033|남|24|미혼|세종|전문직|3000|2008|G|3600
L0034|남|29|기혼|대전|전문직|3000|2003|A|3900
L0035|여|31|미혼|충남|전문직|3500|2014|E|4200
L0036|여|27|미혼|울산|프리랜서|2500|2006|D|2750
L0037|남|37|기혼|울산|공무원|3000|2009|F|3300
L0038|여|59|미혼|울산|전문직|3500|2016|C|3850
L0039|여|44|기혼|대구|전문직|3500|2012|H|4876
L0040|남|48|기혼|인천|프리랜서|3500|2013|B|4550
L0041|여|32|미혼|경북|공무원|4500|2001|A|6597
L0042|여|44|미혼|전북|회사원|4000|2013|B|4800
L0043|여|22|미혼|제주|개인사업|4000|2000|D|4400
L0044|여|33|미혼|서울|전문직|3500|2000|F|3850
L0045|여|36|기혼|충북|개인사업|3500|2012|G|3850
L0046|여|56|미혼|대구|공무원|3500|2008|D|4200
L0047|여|55|기혼|제주|주부|3500|2011|H|3850
L0048|남|56|기혼|서울|프리랜서|4000|2001|A|4400
L0049|여|21|미혼|부산|회사원|2000|2002|D|2394
L0050|여|17|기혼|충남|학생|3500|2013|A|4550
L0051|여|53|미혼|서울|회사원|4000|2009|H|4944
L0052|남|18|기혼|대전|주부|3500|2016|B|4851
L0053|여|60|기혼|충북|회사원|4000|2003|F|4400
L0054|남|46|미혼|부산|공무원|3500|2004|C|4200
L0055|여|36|기혼|부산|개인사업|3500|2011|C|4200
L0056|남|59|미혼|전북|주부|3000|2000|B|4137
L0057|남|43|기혼|울산|프리랜서|3500|2010|A|4770
L0058|여|58|기혼|울산|주부|3000|2010|F|3900
L0059|여|29|기혼|부산|주부|2500|2004|F|3000
L0060|여|44|기혼|대구|학생|3500|2014|D|3850
L0061|여|64|미혼|전남|회사원|3500|2016|D|4200
L0062|여|40|미혼|충북|프리랜서|3500|2003|F|4200
L0063|여|64|미혼|전북|공무원|3500|2010|B|4972
L0064|남|34|기혼|세종|회사원|3000|2012|H|3600
L0065|남|30|미혼|광주|회사원|3000|2006|A|3564
L0066|남|52|미혼|대전|공무원|3500|2006|B|4769
L0067|남|66|기혼|인천|학생|5000|2012|B|6500
L0068|여|68|미혼|충북|주부|4500|2013|G|4950
L0069|여|21|기혼|광주|전문직|3500|2003|B|4490
L0070|남|63|기혼|광주|주부|3000|2007|G|3900
L0071|남|17|미혼|서울|프리랜서|3500|2005|G|4550
L0072|여|25|미혼|울산|주부|3000|2010|H|4141
L0073|남|29|미혼|강원|회사원|4000|2008|D|5200
L0074|남|61|기혼|대구|학생|4500|2005|D|5400
L0075|여|18|미혼|전북|전문직|2500|2013|A|3304
L0076|남|16|미혼|부산|프리랜서|2500|2000|G|2750
L0077|남|20|미혼|대전|프리랜서|3500|2001|A|4200
L0078|남|63|기혼|부산|전문직|4500|2008|F|5400
L0079|여|15|기혼|전남|프리랜서|3500|2014|H|4550
L0080|남|36|미혼|경남|회사원|3500|2006|G|3850
L0081|남|16|기혼|서울|개인사업|3500|2014|B|4200
L0082|남|36|기혼|울산|전문직|4000|2015|G|4400
L0083|남|22|기혼|대전|프리랜서|3000|2002|B|3600
L0084|여|70|기혼|충북|주부|3500|2002|H|4420
L0085|남|38|미혼|강원|개인사업|3500|2002|E|4200
L0086|남|67|기혼|충북|공무원|4000|2007|B|4800
L0087|남|43|미혼|울산|개인사업|3000|2005|G|3900
L0088|여|59|기혼|부산|전문직|3000|2010|G|3300
L0089|남|30|미혼|세종|프리랜서|4000|2012|A|5200
L0090|여|43|기혼|세종|개인사업|3000|2002|A|3600
L0091|남|21|미혼|경기|주부|2500|2012|D|3298
L0092|남|16|미혼|세종|회사원|3500|2013|B|4134
L0093|여|37|미혼|전남|프리랜서|4000|2001|D|4400
L0094|남|31|미혼|충남|공무원|3000|2012|E|3300
L0095|남|63|기혼|세종|학생|3000|2015|E|3900
L0096|여|23|기혼|전남|학생|3000|2015|B|3900
L0097|남|58|기혼|경남|개인사업|4000|2006|B|4800
L0098|남|21|기혼|대전|학생|3500|2006|C|4550
L0099|여|27|미혼|세종|주부|4000|2016|G|4929
L0100|여|20|미혼|충북|전문직|3500|2001|E|4200
M0001|여|31|기혼|부산|학생|3500|2015|F|4200
M0002|여|17|미혼|인천|전문직|3500|2013|G|3850
M0003|남|34|미혼|강원|회사원|3500|2005|D|5034
M0004|남|65|미혼|충남|학생|3500|2002|D|4403
M0005|남|28|미혼|제주|공무원|3500|2004|D|4550
M0006|여|57|미혼|제주|개인사업|4000|2010|G|4400
M0007|남|67|미혼|대전|주부|2500|2005|E|3250
M0008|남|29|기혼|세종|전문직|3000|2006|D|3300
M0009|여|25|기혼|경북|프리랜서|3000|2010|D|3300
M0010|여|15|기혼|울산|전문직|3000|2009|H|3300
M0011|남|16|기혼|경남|전문직|3500|2000|A|3850
M0012|여|64|기혼|경기|주부|3500|2010|C|4604
M0013|남|51|미혼|경남|프리랜서|3500|2012|B|4200
M0014|여|37|기혼|충북|회사원|4000|2011|B|4800
M0015|남|37|기혼|인천|개인사업|4000|2009|H|6076
M0016|여|65|기혼|광주|주부|3500|2006|C|4550
M0017|여|70|미혼|울산|회사원|3500|2011|H|4550
M0018|남|43|미혼|제주|학생|4000|2010|E|5461
M0019|여|51|미혼|인천|주부|3500|2012|A|4550
M0020|남|46|미혼|충남|전문직|3500|2010|F|4200
M0021|남|39|미혼|충남|주부|3500|2001|G|4799
M0022|여|43|미혼|세종|전문직|3500|2016|B|4200
M0023|남|53|미혼|대구|공무원|3000|2014|B|3600
M0024|여|66|기혼|경북|개인사업|2500|2001|B|3250
M0025|여|55|기혼|충남|전문직|2500|2002|B|3000
M0026|남|56|기혼|제주|공무원|4500|2005|B|5100
M0027|남|48|미혼|강원|프리랜서|4000|2004|G|4400
M0028|여|25|미혼|강원|프리랜서|4500|2004|H|6833
M0029|남|33|미혼|대구|학생|3000|2007|H|3300
M0030|여|52|기혼|광주|학생|3500|2013|C|4200
M0031|남|18|미혼|광주|학생|3000|2007|D|3900
M0032|남|38|미혼|세종|공무원|3500|2014|F|3850
M0033|남|55|기혼|세종|회사원|3000|2015|E|3300
M0034|남|38|미혼|경남|개인사업|3500|2004|B|4200
M0035|남|66|미혼|대구|공무원|3000|2015|E|3600
M0036|여|39|기혼|대전|학생|4000|2002|C|4848
M0037|남|36|미혼|경기|회사원|3500|2011|H|4550
M0038|여|47|기혼|대전|주부|3500|2012|E|3850
M0039|남|33|기혼|강원|학생|3500|2016|D|4770
M0040|남|44|미혼|충남|개인사업|4000|2011|G|4400
M0041|여|51|미혼|대구|전문직|2500|2004|B|3250
M0042|남|33|미혼|서울|학생|2500|2001|F|3000
M0043|여|28|미혼|대구|회사원|3000|2015|C|3600
M0044|여|47|미혼|경북|회사원|3000|2014|G|3900
M0045|남|47|미혼|세종|회사원|3000|2008|H|4134
M0046|남|37|기혼|대전|주부|3500|2013|D|3850
M0047|남|58|기혼|서울|공무원|4000|2005|G|4800
M0048|남|23|미혼|대구|전문직|3500|2002|A|3850
M0049|여|33|기혼|경북|프리랜서|3500|2000|D|4781
M0050|여|36|미혼|경남|주부|3000|2014|D|3900
M0051|여|41|미혼|충북|학생|3000|2008|G|3600
M0052|여|22|기혼|부산|회사원|5000|2014|C|5500
M0053|여|33|기혼|경기|개인사업|3500|2010|F|4550
M0054|여|28|기혼|세종|회사원|2500|2014|C|2750
M0055|남|22|기혼|충남|주부|4000|2008|E|4400
M0056|남|16|미혼|경남|공무원|4000|2011|A|4800
M0057|남|32|기혼|전남|학생|3000|2014|F|3300
M0058|남|22|미혼|충북|프리랜서|3500|2007|C|3850
M0059|여|29|미혼|경북|공무원|3000|2004|B|3725
M0060|남|40|미혼|대전|개인사업|4000|2008|D|5200
M0061|남|29|기혼|충북|공무원|3000|2015|B|3300
M0062|여|64|기혼|부산|프리랜서|2500|2014|F|2750
M0063|남|24|기혼|강원|학생|3000|2008|B|3600
M0064|여|22|기혼|전남|전문직|3500|2000|A|4684
M0065|여|48|기혼|강원|주부|3500|2008|C|4200
M0066|남|50|기혼|서울|프리랜서|3500|2010|C|4902
M0067|남|68|기혼|광주|전문직|3500|2011|A|4550
M0068|남|33|기혼|인천|공무원|3000|2000|B|3300
M0069|여|38|미혼|광주|회사원|2000|2003|G|2400
M0070|남|34|기혼|전남|프리랜서|4000|2001|D|5200
M0071|여|62|미혼|충남|개인사업|3500|2007|E|4550
M0072|남|20|미혼|강원|프리랜서|3000|2002|B|4374
M0073|여|44|기혼|제주|학생|4000|2004|H|4400
M0074|남|31|기혼|경남|개인사업|3500|2013|E|3850
M0075|남|38|미혼|충북|학생|3500|2012|H|3850
M0076|남|67|기혼|전북|주부|3000|2008|D|3900
M0077|여|48|기혼|충북|학생|3000|2014|A|4268
M0078|여|15|기혼|제주|프리랜서|3500|2003|A|4550
M0079|여|38|미혼|울산|회사원|3500|2006|D|3850
M0080|남|57|기혼|전남|주부|3000|2004|H|4626
M0081|남|37|미혼|전남|회사원|3500|2002|D|5170
M0082|남|67|미혼|대구|주부|3000|2006|E|3900
M0083|여|42|기혼|울산|공무원|3000|2013|D|3600
M0084|남|23|미혼|전남|학생|3500|2015|A|3850
M0085|여|30|미혼|제주|공무원|3500|2010|H|4200
M0086|남|70|기혼|전남|프리랜서|3000|2000|H|3900
M0087|여|16|기혼|충북|프리랜서|3500|2015|D|5451
M0088|남|29|미혼|울산|프리랜서|2500|2015|C|3794
M0089|여|54|미혼|충남|프리랜서|4500|2001|D|5400
M0090|여|17|미혼|경남|학생|3000|2005|H|3900
M0091|남|32|미혼|광주|개인사업|4500|2004|C|5400
M0092|남|41|기혼|경북|전문직|2500|2004|D|3610
M0093|여|56|기혼|부산|프리랜서|3000|2002|C|3300
M0094|여|51|미혼|대구|회사원|3000|2009|E|3600
M0095|남|25|미혼|전남|회사원|4000|2000|E|5777
M0096|남|25|미혼|경북|공무원|4500|2001|E|6215
M0097|여|65|미혼|전남|프리랜서|3000|2003|F|3300
M0098|여|48|기혼|광주|프리랜서|2500|2003|F|3915
M0099|여|61|기혼|세종|프리랜서|3500|2011|G|4550
M0100|남|33|기혼|경기|전문직|4000|2014|B|5042
N0001|여|30|기혼|충남|주부|3000|2016|C|4534
N0002|여|62|미혼|제주|주부|3000|2003|B|3865
N0003|남|27|미혼|제주|공무원|4000|2015|F|5049
N0004|남|28|기혼|충남|전문직|3500|2004|E|4200
N0005|여|62|미혼|인천|개인사업|3000|2008|D|3600
N0006|여|45|기혼|전북|전문직|3500|2005|D|4704
N0007|여|55|미혼|경기|공무원|3500|2001|G|4550
N0008|여|69|기혼|서울|학생|3500|2013|D|3850
N0009|여|18|미혼|전북|주부|3500|2014|G|4200
N0010|여|15|기혼|전남|개인사업|2500|2013|F|3775
N0011|여|27|기혼|충남|학생|3500|2010|A|3850
N0012|남|35|미혼|충북|공무원|3000|2014|A|3600
N0013|여|27|기혼|경기|개인사업|4000|2013|H|4800
N0014|여|54|기혼|인천|프리랜서|3500|2012|D|4200
N0015|남|28|기혼|울산|공무원|2500|2009|D|3250
N0016|남|36|기혼|광주|학생|3000|2013|B|3300
N0017|남|26|미혼|부산|개인사업|3500|2010|E|3850
N0018|남|66|기혼|부산|주부|4000|2016|C|4400
N0019|여|70|미혼|대구|개인사업|4000|2009|B|5200
N0020|여|69|기혼|충남|학생|3500|2014|C|3850
N0021|남|19|미혼|강원|전문직|3500|2016|E|3850
N0022|남|15|미혼|대전|주부|4000|2011|C|4800
N0023|남|46|미혼|제주|프리랜서|4000|2001|H|4800
N0024|남|32|기혼|경남|프리랜서|4000|2009|D|5499
N0025|여|68|기혼|제주|공무원|3000|2013|A|4396
N0026|여|56|기혼|경기|개인사업|3000|2013|H|4202
N0027|여|60|기혼|세종|주부|3000|2003|E|3600
N0028|남|47|기혼|서울|회사원|4500|2006|A|5400
N0029|여|24|미혼|충남|학생|2500|2008|B|3000
N0030|여|16|기혼|인천|주부|2500|2010|F|3000
N0031|여|32|미혼|경북|공무원|3000|2014|F|3900
N0032|여|46|미혼|대구|개인사업|3500|2001|C|3850
N0033|남|60|미혼|광주|회사원|3500|2016|G|4550
N0034|남|55|미혼|제주|프리랜서|2500|2007|B|3000
N0035|남|53|미혼|강원|회사원|3000|2004|H|3300
N0036|남|69|기혼|경남|전문직|4000|2001|B|5200
N0037|여|50|미혼|경남|개인사업|3000|2011|F|3778
N0038|여|29|미혼|서울|회사원|3500|2009|C|3850
N0039|여|34|미혼|경북|프리랜서|3500|2001|E|3850
N0040|남|64|미혼|전남|개인사업|2500|2016|G|3000
N0041|여|50|기혼|인천|주부|3500|2002|C|4550
N0042|여|23|기혼|경기|프리랜서|3000|2004|E|3900
N0043|남|22|미혼|경남|공무원|3000|2013|C|3900
N0044|여|36|기혼|전남|학생|4000|2015|C|4800
N0045|여|55|기혼|서울|회사원|4000|2003|H|5961
N0046|남|55|미혼|인천|회사원|3000|2013|D|4147
N0047|남|44|기혼|충북|주부|3000|2007|C|3900
N0048|여|39|미혼|강원|전문직|3500|2007|D|4200
N0049|여|30|미혼|서울|개인사업|3000|2009|C|3600
N0050|여|23|미혼|전북|공무원|3000|2011|G|4241
N0051|여|61|기혼|전북|전문직|2000|2007|F|2200
N0052|남|22|기혼|충남|회사원|3500|2014|B|3850
N0053|여|28|미혼|제주|전문직|3000|2003|A|3600
N0054|여|57|기혼|충북|공무원|3500|2006|C|4200
N0055|남|62|기혼|경기|프리랜서|4000|2013|B|4400
N0056|남|70|미혼|전남|회사원|4500|2003|B|5700
N0057|여|58|기혼|강원|주부|3000|2002|F|3300
N0058|여|58|미혼|제주|주부|3500|2006|E|3850
N0059|남|53|미혼|경남|공무원|3500|2002|E|4037
N0060|남|28|미혼|충북|공무원|3000|2010|F|3300
N0061|남|59|기혼|전남|프리랜서|3500|2015|G|4200
N0062|여|63|기혼|서울|공무원|4000|2000|C|5525
N0063|남|35|미혼|서울|학생|2000|2011|A|2571
N0064|여|64|기혼|강원|주부|3500|2000|C|3850
N0065|여|25|미혼|제주|개인사업|2500|2009|H|3250
N0066|여|48|기혼|충북|주부|3500|2001|F|3850
N0067|남|51|미혼|경북|주부|3500|2009|H|4200
N0068|여|59|기혼|전남|프리랜서|3000|2006|B|3728
N0069|남|39|미혼|서울|공무원|4000|2012|A|5013
N0070|여|50|기혼|제주|전문직|3500|2016|D|3850
N0071|여|66|미혼|경기|개인사업|3000|2012|F|3900
N0072|여|47|기혼|충남|프리랜서|4500|2014|F|5850
N0073|남|25|미혼|전남|공무원|3500|2014|D|4550
N0074|여|27|기혼|서울|공무원|3000|2006|G|3600
N0075|남|46|미혼|경남|프리랜서|3500|2009|A|3850
N0076|여|47|기혼|부산|전문직|2500|2011|H|3000
N0077|여|34|기혼|강원|학생|3000|2000|E|3600
N0078|남|16|기혼|울산|회사원|4000|2002|B|4400
N0079|남|25|기혼|강원|프리랜서|3500|2015|D|4550
N0080|남|67|미혼|경북|주부|4000|2015|D|4400
N0081|여|39|미혼|울산|주부|3500|2006|G|4200
N0082|여|34|기혼|대전|공무원|3500|2002|A|5084
N0083|남|59|미혼|세종|전문직|3500|2012|E|5083
N0084|남|20|미혼|전남|주부|2500|2014|G|3000
N0085|여|28|미혼|경남|공무원|2000|2006|B|2200
N0086|여|24|미혼|강원|회사원|3500|2003|A|4200
N0087|여|45|기혼|대구|회사원|3000|2005|H|3600
N0088|여|40|미혼|서울|회사원|3000|2001|B|4521
N0089|여|51|기혼|전남|회사원|3500|2011|G|4511
